,date,d-4,d-3,d-2,d-1,real,cate
0,2021-01-04,116.7,116.6,119.4,125.9,127.8,2
1,2021-01-05,116.6,119.4,125.9,127.8,127.8,0
2,2021-01-06,119.4,125.9,127.8,127.8,127.8,0
3,2021-01-07,125.9,127.8,127.8,127.8,124.7,1
4,2021-01-08,127.8,127.8,127.8,124.7,124.8,0
5,2021-01-09,127.8,127.8,124.7,124.8,126.6,2
6,2021-01-10,127.8,124.7,124.8,126.6,126.6,0
7,2021-01-11,124.7,124.8,126.6,126.6,125.2,1
8,2021-01-12,124.8,126.6,126.6,125.2,125.2,0
9,2021-01-13,126.6,126.6,125.2,125.2,125.2,0
10,2021-01-14,126.6,125.2,125.2,125.2,126.8,2
11,2021-01-15,125.2,125.2,125.2,126.8,129.2,2
12,2021-01-16,125.2,125.2,126.8,129.2,128.5,0
13,2021-01-17,125.2,126.8,129.2,128.5,129.5,0
14,2021-01-18,126.8,129.2,128.5,129.5,128.6,1
15,2021-01-19,129.2,128.5,129.5,128.6,128.6,0
16,2021-01-20,128.5,129.5,128.6,128.6,128.6,0
17,2021-01-21,129.5,128.6,128.6,128.6,129.1,0
18,2021-01-22,128.6,128.6,128.6,129.1,132.5,2
19,2021-01-23,128.6,128.6,129.1,132.5,122.9,1
20,2021-01-24,128.6,129.1,132.5,122.9,126.7,2
21,2021-01-25,129.1,132.5,122.9,126.7,123.1,1
22,2021-01-26,132.5,122.9,126.7,123.1,123.1,0
23,2021-01-27,122.9,126.7,123.1,123.1,123.1,0
24,2021-01-28,126.7,123.1,123.1,123.1,125.0,2
25,2021-01-29,123.1,123.1,123.1,125.0,126.1,0
26,2021-01-30,123.1,123.1,125.0,126.1,127.3,2
27,2021-01-31,123.1,125.0,126.1,127.3,127.3,0
28,2021-02-01,125.0,126.1,127.3,127.3,129.5,2
29,2021-02-02,126.1,127.3,127.3,129.5,129.5,0
30,2021-02-03,127.3,127.3,129.5,129.5,129.5,0
31,2021-02-04,127.3,129.5,129.5,129.5,130.6,0
32,2021-02-05,129.5,129.5,129.5,130.6,125.1,1
33,2021-02-06,129.5,129.5,130.6,125.1,124.1,1
34,2021-02-07,129.5,130.6,125.1,124.1,124.5,0
35,2021-02-08,130.6,125.1,124.1,124.5,122.8,1
36,2021-02-09,125.1,124.1,124.5,122.8,122.8,0
37,2021-02-10,124.1,124.5,122.8,122.8,122.8,0
38,2021-02-11,124.5,122.8,122.8,122.8,124.2,2
39,2021-02-12,122.8,122.8,122.8,124.2,125.4,2
40,2021-02-13,122.8,122.8,124.2,125.4,124.7,0
41,2021-02-14,122.8,124.2,125.4,124.7,138.6,2
42,2021-02-15,124.2,125.4,124.7,138.6,143.2,2
43,2021-02-16,125.4,124.7,138.6,143.2,143.2,0
44,2021-02-17,124.7,138.6,143.2,143.2,143.2,0
45,2021-02-18,138.6,143.2,143.2,143.2,136.2,1
46,2021-02-19,143.2,143.2,143.2,136.2,135.5,0
47,2021-02-20,143.2,143.2,136.2,135.5,134.7,0
48,2021-02-21,143.2,136.2,135.5,134.7,134.2,0
49,2021-02-22,136.2,135.5,134.7,134.2,133.3,0
50,2021-02-23,135.5,134.7,134.2,133.3,133.3,0
51,2021-02-24,134.7,134.2,133.3,133.3,133.3,0
52,2021-02-25,134.2,133.3,133.3,133.3,134.7,2
53,2021-02-26,133.3,133.3,133.3,134.7,133.3,1
54,2021-02-27,133.3,133.3,134.7,133.3,127.6,1
55,2021-02-28,133.3,134.7,133.3,127.6,125.7,1
56,2021-03-01,134.7,133.3,127.6,125.7,126.7,0
57,2021-03-02,133.3,127.6,125.7,126.7,126.7,0
58,2021-03-03,127.6,125.7,126.7,126.7,126.7,0
59,2021-03-04,125.7,126.7,126.7,126.7,125.2,1
60,2021-03-05,126.7,126.7,126.7,125.2,130.1,2
61,2021-03-06,126.7,126.7,125.2,130.1,129.1,1
62,2021-03-07,126.7,125.2,130.1,129.1,132.3,2
63,2021-03-08,125.2,130.1,129.1,132.3,130.5,1
64,2021-03-09,130.1,129.1,132.3,130.5,130.5,0
65,2021-03-10,129.1,132.3,130.5,130.5,130.5,0
66,2021-03-11,132.3,130.5,130.5,130.5,136.4,2
67,2021-03-12,130.5,130.5,130.5,136.4,136.4,0
68,2021-03-13,130.5,130.5,136.4,136.4,135.7,0
69,2021-03-14,130.5,136.4,136.4,135.7,134.7,1
70,2021-03-15,136.4,136.4,135.7,134.7,134.9,0
71,2021-03-16,136.4,135.7,134.7,134.9,134.9,0
72,2021-03-17,135.7,134.7,134.9,134.9,134.9,0
73,2021-03-18,134.7,134.9,134.9,134.9,136.9,2
74,2021-03-19,134.9,134.9,134.9,136.9,137.7,0
75,2021-03-20,134.9,134.9,136.9,137.7,137.6,0
76,2021-03-21,134.9,136.9,137.7,137.6,139.0,2
77,2021-03-22,136.9,137.7,137.6,139.0,140.8,2
78,2021-03-23,137.7,137.6,139.0,140.8,140.8,0
79,2021-03-24,137.6,139.0,140.8,140.8,140.8,0
80,2021-03-25,139.0,140.8,140.8,140.8,141.1,0
81,2021-03-26,140.8,140.8,140.8,141.1,142.8,2
82,2021-03-27,140.8,140.8,141.1,142.8,142.6,0
83,2021-03-28,140.8,141.1,142.8,142.6,143.9,2
84,2021-03-29,141.1,142.8,142.6,143.9,143.9,0
85,2021-03-30,142.8,142.6,143.9,143.9,143.9,0
86,2021-03-31,142.6,143.9,143.9,143.9,143.9,0
87,2021-04-01,143.9,143.9,143.9,143.9,143.9,0
88,2021-04-02,143.9,143.9,143.9,143.9,135.8,1
89,2021-04-03,143.9,143.9,143.9,135.8,138.0,2
90,2021-04-04,143.9,143.9,135.8,138.0,140.7,2
91,2021-04-05,143.9,135.8,138.0,140.7,139.6,1
92,2021-04-06,135.8,138.0,140.7,139.6,139.6,0
93,2021-04-07,138.0,140.7,139.6,139.6,139.6,0
94,2021-04-08,140.7,139.6,139.6,139.6,141.1,2
95,2021-04-09,139.6,139.6,139.6,141.1,140.6,0
96,2021-04-10,139.6,139.6,141.1,140.6,138.5,1
97,2021-04-11,139.6,141.1,140.6,138.5,139.3,0
98,2021-04-12,141.1,140.6,138.5,139.3,140.9,2
99,2021-04-13,140.6,138.5,139.3,140.9,140.9,0
100,2021-04-14,138.5,139.3,140.9,140.9,140.9,0
101,2021-04-15,139.3,140.9,140.9,140.9,140.3,0
102,2021-04-16,140.9,140.9,140.9,140.3,139.9,0
103,2021-04-17,140.9,140.9,140.3,139.9,139.4,0
104,2021-04-18,140.9,140.3,139.9,139.4,143.0,2
105,2021-04-19,140.3,139.9,139.4,143.0,144.6,2
106,2021-04-20,139.9,139.4,143.0,144.6,144.6,0
107,2021-04-21,139.4,143.0,144.6,144.6,144.6,0
108,2021-04-22,143.0,144.6,144.6,144.6,144.3,0
109,2021-04-23,144.6,144.6,144.6,144.3,145.8,2
110,2021-04-24,144.6,144.6,144.3,145.8,144.5,1
111,2021-04-25,144.6,144.3,145.8,144.5,145.3,0
112,2021-04-26,144.3,145.8,144.5,145.3,144.7,0
113,2021-04-27,145.8,144.5,145.3,144.7,144.7,0
114,2021-04-28,144.5,145.3,144.7,144.7,144.7,0
115,2021-04-29,145.3,144.7,144.7,144.7,145.2,0
116,2021-04-30,144.7,144.7,144.7,145.2,138.6,1
117,2021-05-01,144.7,144.7,145.2,138.6,139.1,0
118,2021-05-02,144.7,145.2,138.6,139.1,136.0,1
119,2021-05-03,145.2,138.6,139.1,136.0,139.2,2
120,2021-05-04,138.6,139.1,136.0,139.2,139.2,0
121,2021-05-05,139.1,136.0,139.2,139.2,139.2,0
122,2021-05-06,136.0,139.2,139.2,139.2,139.1,0
123,2021-05-07,139.2,139.2,139.2,139.1,133.9,1
124,2021-05-08,139.2,139.2,139.1,133.9,131.2,1
125,2021-05-09,139.2,139.1,133.9,131.2,131.4,0
126,2021-05-10,139.1,133.9,131.2,131.4,135.5,2
127,2021-05-11,133.9,131.2,131.4,135.5,135.5,0
128,2021-05-12,131.2,131.4,135.5,135.5,135.5,0
129,2021-05-13,131.4,135.5,135.5,135.5,135.5,0
130,2021-05-14,135.5,135.5,135.5,135.5,136.7,2
131,2021-05-15,135.5,135.5,135.5,136.7,136.6,0
132,2021-05-16,135.5,135.5,136.7,136.6,137.6,0
133,2021-05-17,135.5,136.7,136.6,137.6,138.9,2
134,2021-05-18,136.7,136.6,137.6,138.9,138.9,0
135,2021-05-19,136.6,137.6,138.9,138.9,138.9,0
136,2021-05-20,137.6,138.9,138.9,138.9,138.9,0
137,2021-05-21,138.9,138.9,138.9,138.9,140.4,2
138,2021-05-22,138.9,138.9,138.9,140.4,142.3,2
139,2021-05-23,138.9,138.9,140.4,142.3,141.6,0
140,2021-05-24,138.9,140.4,142.3,141.6,142.3,0
141,2021-05-25,140.4,142.3,141.6,142.3,142.3,0
142,2021-05-26,142.3,141.6,142.3,142.3,142.3,0
143,2021-05-27,141.6,142.3,142.3,142.3,138.5,1
144,2021-05-28,142.3,142.3,142.3,138.5,137.2,1
145,2021-05-29,142.3,142.3,138.5,137.2,134.4,1
146,2021-05-30,142.3,138.5,137.2,134.4,133.9,0
147,2021-05-31,138.5,137.2,134.4,133.9,134.2,0
148,2021-06-01,137.2,134.4,133.9,134.2,134.2,0
149,2021-06-02,134.4,133.9,134.2,134.2,134.2,0
150,2021-06-03,133.9,134.2,134.2,134.2,136.9,2
151,2021-06-04,134.2,134.2,134.2,136.9,141.3,2
152,2021-06-05,134.2,134.2,136.9,141.3,134.9,1
153,2021-06-06,134.2,136.9,141.3,134.9,132.2,1
154,2021-06-07,136.9,141.3,134.9,132.2,131.1,1
155,2021-06-08,141.3,134.9,132.2,131.1,131.1,0
156,2021-06-09,134.9,132.2,131.1,131.1,131.1,0
157,2021-06-10,132.2,131.1,131.1,131.1,135.5,2
158,2021-06-11,131.1,131.1,131.1,135.5,135.8,0
159,2021-06-12,131.1,131.1,135.5,135.8,138.7,2
160,2021-06-13,131.1,135.5,135.8,138.7,137.8,0
161,2021-06-14,135.5,135.8,138.7,137.8,129.0,1
162,2021-06-15,135.8,138.7,137.8,129.0,129.0,0
163,2021-06-16,138.7,137.8,129.0,129.0,129.0,0
164,2021-06-17,137.8,129.0,129.0,129.0,126.9,1
165,2021-06-18,129.0,129.0,129.0,126.9,127.0,0
166,2021-06-19,129.0,129.0,126.9,127.0,125.6,1
167,2021-06-20,129.0,126.9,127.0,125.6,127.1,2
168,2021-06-21,126.9,127.0,125.6,127.1,127.0,0
169,2021-06-22,127.0,125.6,127.1,127.0,127.0,0
170,2021-06-23,125.6,127.1,127.0,127.0,127.0,0
171,2021-06-24,127.1,127.0,127.0,127.0,127.3,0
172,2021-06-25,127.0,127.0,127.0,127.3,128.0,0
173,2021-06-26,127.0,127.0,127.3,128.0,127.2,0
174,2021-06-27,127.0,127.3,128.0,127.2,129.1,2
175,2021-06-28,127.3,128.0,127.2,129.1,129.1,0
176,2021-06-29,128.0,127.2,129.1,129.1,129.1,0
177,2021-06-30,127.2,129.1,129.1,129.1,129.1,0
178,2021-07-01,129.1,129.1,129.1,129.1,124.1,1
179,2021-07-02,129.1,129.1,129.1,124.1,124.6,0
180,2021-07-03,129.1,129.1,124.1,124.6,127.6,2
181,2021-07-04,129.1,124.1,124.6,127.6,125.3,1
182,2021-07-05,124.1,124.6,127.6,125.3,127.3,2
183,2021-07-06,124.6,127.6,125.3,127.3,127.3,0
184,2021-07-07,127.6,125.3,127.3,127.3,127.3,0
185,2021-07-08,125.3,127.3,127.3,127.3,128.1,0
186,2021-07-09,127.3,127.3,127.3,128.1,128.5,0
187,2021-07-10,127.3,127.3,128.1,128.5,127.1,1
188,2021-07-11,127.3,128.1,128.5,127.1,126.0,1
189,2021-07-12,128.1,128.5,127.1,126.0,126.5,0
190,2021-07-13,128.5,127.1,126.0,126.5,126.5,0
191,2021-07-14,127.1,126.0,126.5,126.5,126.5,0
192,2021-07-15,126.0,126.5,126.5,126.5,124.6,1
193,2021-07-16,126.5,126.5,126.5,124.6,126.2,2
194,2021-07-17,126.5,126.5,124.6,126.2,128.8,2
195,2021-07-18,126.5,124.6,126.2,128.8,129.3,0
196,2021-07-19,124.6,126.2,128.8,129.3,131.7,2
197,2021-07-20,126.2,128.8,129.3,131.7,131.7,0
198,2021-07-21,128.8,129.3,131.7,131.7,131.7,0
199,2021-07-22,129.3,131.7,131.7,131.7,132.2,0
200,2021-07-23,131.7,131.7,131.7,132.2,130.4,1
201,2021-07-24,131.7,131.7,132.2,130.4,131.1,0
202,2021-07-25,131.7,132.2,130.4,131.1,132.9,2
203,2021-07-26,132.2,130.4,131.1,132.9,128.9,1
204,2021-07-27,130.4,131.1,132.9,128.9,128.9,0
205,2021-07-28,131.1,132.9,128.9,128.9,128.9,0
206,2021-07-29,132.9,128.9,128.9,128.9,129.6,0
207,2021-07-30,128.9,128.9,128.9,129.6,128.1,1
208,2021-07-31,128.9,128.9,129.6,128.1,131.0,2
209,2021-08-01,128.9,129.6,128.1,131.0,131.7,0
210,2021-08-02,129.6,128.1,131.0,131.7,130.3,1
211,2021-08-03,128.1,131.0,131.7,130.3,130.3,0
212,2021-08-04,131.0,131.7,130.3,130.3,130.3,0
213,2021-08-05,131.7,130.3,130.3,130.3,133.4,2
214,2021-08-06,130.3,130.3,130.3,133.4,135.7,2
215,2021-08-07,130.3,130.3,133.4,135.7,135.9,0
216,2021-08-08,130.3,133.4,135.7,135.9,136.5,0
217,2021-08-09,133.4,135.7,135.9,136.5,137.9,2
218,2021-08-10,135.7,135.9,136.5,137.9,137.9,0
219,2021-08-11,135.9,136.5,137.9,137.9,137.9,0
220,2021-08-12,136.5,137.9,137.9,137.9,138.2,0
221,2021-08-13,137.9,137.9,137.9,138.2,137.6,0
222,2021-08-14,137.9,137.9,138.2,137.6,140.8,2
223,2021-08-15,137.9,138.2,137.6,140.8,140.0,0
224,2021-08-16,138.2,137.6,140.8,140.0,139.4,0
225,2021-08-17,137.6,140.8,140.0,139.4,139.4,0
226,2021-08-18,140.8,140.0,139.4,139.4,139.4,0
227,2021-08-19,140.0,139.4,139.4,139.4,140.9,2
228,2021-08-20,139.4,139.4,139.4,140.9,140.9,0
229,2021-08-21,139.4,139.4,140.9,140.9,140.1,0
230,2021-08-22,139.4,140.9,140.9,140.1,136.9,1
231,2021-08-23,140.9,140.9,140.1,136.9,137.4,0
232,2021-08-24,140.9,140.1,136.9,137.4,137.4,0
233,2021-08-25,140.1,136.9,137.4,137.4,137.4,0
234,2021-08-26,136.9,137.4,137.4,137.4,138.1,0
235,2021-08-27,137.4,137.4,137.4,138.1,137.6,0
236,2021-08-28,137.4,137.4,138.1,137.6,139.9,2
237,2021-08-29,137.4,138.1,137.6,139.9,141.9,2
238,2021-08-30,138.1,137.6,139.9,141.9,141.2,0
239,2021-08-31,137.6,139.9,141.9,141.2,141.2,0
240,2021-09-01,139.9,141.9,141.2,141.2,141.2,0
241,2021-09-02,141.9,141.2,141.2,141.2,140.9,0
242,2021-09-03,141.2,141.2,141.2,140.9,139.9,1
243,2021-09-04,141.2,141.2,140.9,139.9,141.3,2
244,2021-09-05,141.2,140.9,139.9,141.3,143.2,2
245,2021-09-06,140.9,139.9,141.3,143.2,144.0,0
246,2021-09-07,139.9,141.3,143.2,144.0,144.0,0
247,2021-09-08,141.3,143.2,144.0,144.0,144.0,0
248,2021-09-09,143.2,144.0,144.0,144.0,146.9,2
249,2021-09-10,144.0,144.0,144.0,146.9,147.8,0
250,2021-09-11,144.0,144.0,146.9,147.8,146.7,1
251,2021-09-12,144.0,146.9,147.8,146.7,140.3,1
252,2021-09-13,146.9,147.8,146.7,140.3,144.1,2
253,2021-09-14,147.8,146.7,140.3,144.1,144.1,0
254,2021-09-15,146.7,140.3,144.1,144.1,144.1,0
255,2021-09-16,140.3,144.1,144.1,144.1,139.5,1
256,2021-09-17,144.1,144.1,144.1,139.5,144.7,2
257,2021-09-18,144.1,144.1,139.5,144.7,144.6,0
258,2021-09-19,144.1,139.5,144.7,144.6,145.8,2
259,2021-09-20,139.5,144.7,144.6,145.8,147.5,2
260,2021-09-21,144.7,144.6,145.8,147.5,147.5,0
261,2021-09-22,144.6,145.8,147.5,147.5,147.5,0
262,2021-09-23,145.8,147.5,147.5,147.5,148.8,2
263,2021-09-24,147.5,147.5,147.5,148.8,143.1,1
264,2021-09-25,147.5,147.5,148.8,143.1,144.7,2
265,2021-09-26,147.5,148.8,143.1,144.7,143.2,1
266,2021-09-27,148.8,143.1,144.7,143.2,143.3,0
267,2021-09-28,143.1,144.7,143.2,143.3,143.3,0
268,2021-09-29,144.7,143.2,143.3,143.3,143.3,0
269,2021-09-30,143.2,143.3,143.3,143.3,142.2,1
270,2021-10-01,143.3,143.3,143.3,142.2,141.9,0
271,2021-10-02,143.3,143.3,142.2,141.9,140.9,1
272,2021-10-03,143.3,142.2,141.9,140.9,143.3,2
273,2021-10-04,142.2,141.9,140.9,143.3,144.2,0
274,2021-10-05,141.9,140.9,143.3,144.2,144.2,0
275,2021-10-06,140.9,143.3,144.2,144.2,144.2,0
276,2021-10-07,143.3,144.2,144.2,144.2,141.7,1
277,2021-10-08,144.2,144.2,144.2,141.7,145.3,2
278,2021-10-09,144.2,144.2,141.7,145.3,147.9,2
279,2021-10-10,144.2,141.7,145.3,147.9,148.1,0
280,2021-10-11,141.7,145.3,147.9,148.1,151.5,2
281,2021-10-12,145.3,147.9,148.1,151.5,151.5,0
282,2021-10-13,147.9,148.1,151.5,151.5,151.5,0
283,2021-10-14,148.1,151.5,151.5,151.5,149.1,1
284,2021-10-15,151.5,151.5,151.5,149.1,151.3,2
285,2021-10-16,151.5,151.5,149.1,151.3,156.2,2
286,2021-10-17,151.5,149.1,151.3,156.2,158.5,2
287,2021-10-18,149.1,151.3,156.2,158.5,160.9,2
288,2021-10-19,151.3,156.2,158.5,160.9,160.9,0
289,2021-10-20,156.2,158.5,160.9,160.9,160.9,0
290,2021-10-21,158.5,160.9,160.9,160.9,163.0,2
291,2021-10-22,160.9,160.9,160.9,163.0,162.5,0
292,2021-10-23,160.9,160.9,163.0,162.5,164.7,2
293,2021-10-24,160.9,163.0,162.5,164.7,166.3,2
294,2021-10-25,163.0,162.5,164.7,166.3,166.8,0
295,2021-10-26,162.5,164.7,166.3,166.8,166.8,0
296,2021-10-27,164.7,166.3,166.8,166.8,166.8,0
297,2021-10-28,166.3,166.8,166.8,166.8,166.4,0
298,2021-10-29,166.8,166.8,166.8,166.4,166.8,0
299,2021-10-30,166.8,166.8,166.4,166.8,158.3,1
300,2021-10-31,166.8,166.4,166.8,158.3,158.9,0
301,2021-11-01,166.4,166.8,158.3,158.9,156.2,1
302,2021-11-02,166.8,158.3,158.9,156.2,156.2,0
303,2021-11-03,158.3,158.9,156.2,156.2,156.2,0
304,2021-11-04,158.9,156.2,156.2,156.2,157.7,2
305,2021-11-05,156.2,156.2,156.2,157.7,156.8,0
306,2021-11-06,156.2,156.2,157.7,156.8,159.6,2
307,2021-11-07,156.2,157.7,156.8,159.6,159.2,0
308,2021-11-08,157.7,156.8,159.6,159.2,159.5,0
309,2021-11-09,156.8,159.6,159.2,159.5,159.5,0
310,2021-11-10,159.6,159.2,159.5,159.5,159.5,0
311,2021-11-11,159.2,159.5,159.5,159.5,161.1,2
312,2021-11-12,159.5,159.5,159.5,161.1,161.9,0
313,2021-11-13,159.5,159.5,161.1,161.9,161.1,0
314,2021-11-14,159.5,161.1,161.9,161.1,158.3,1
315,2021-11-15,161.1,161.9,161.1,158.3,158.8,0
316,2021-11-16,161.9,161.1,158.3,158.8,158.8,0
317,2021-11-17,161.1,158.3,158.8,158.8,158.8,0
318,2021-11-18,158.3,158.8,158.8,158.8,160.1,2
319,2021-11-19,158.8,158.8,158.8,160.1,160.0,0
320,2021-11-20,158.8,158.8,160.1,160.0,161.4,2
321,2021-11-21,158.8,160.1,160.0,161.4,162.9,2
322,2021-11-22,160.1,160.0,161.4,162.9,159.6,1
323,2021-11-23,160.0,161.4,162.9,159.6,159.6,0
324,2021-11-24,161.4,162.9,159.6,159.6,159.6,0
325,2021-11-25,162.9,159.6,159.6,159.6,159.9,0
326,2021-11-26,159.6,159.6,159.6,159.9,157.6,1
327,2021-11-27,159.6,159.6,159.9,157.6,157.2,0
328,2021-11-28,159.6,159.9,157.6,157.2,155.8,1
329,2021-11-29,159.9,157.6,157.2,155.8,154.6,1
330,2021-11-30,157.6,157.2,155.8,154.6,154.6,0
331,2021-12-01,157.2,155.8,154.6,154.6,154.6,0
332,2021-12-02,155.8,154.6,154.6,154.6,158.9,2
333,2021-12-03,154.6,154.6,154.6,158.9,161.1,2
334,2021-12-04,154.6,154.6,158.9,161.1,159.4,1
335,2021-12-05,154.6,158.9,161.1,159.4,160.0,0
336,2021-12-06,158.9,161.1,159.4,160.0,159.3,0
337,2021-12-07,161.1,159.4,160.0,159.3,159.3,0
338,2021-12-08,159.4,160.0,159.3,159.3,159.3,0
339,2021-12-09,160.0,159.3,159.3,159.3,158.6,0
340,2021-12-10,159.3,159.3,159.3,158.6,155.7,1
341,2021-12-11,159.3,159.3,158.6,155.7,160.8,2
342,2021-12-12,159.3,158.6,155.7,160.8,160.4,0
343,2021-12-13,158.6,155.7,160.8,160.4,158.6,1
344,2021-12-14,155.7,160.8,160.4,158.6,158.6,0
345,2021-12-15,160.8,160.4,158.6,158.6,158.6,0
346,2021-12-16,160.4,158.6,158.6,158.6,159.8,2
347,2021-12-17,158.6,158.6,158.6,159.8,161.5,2
348,2021-12-18,158.6,158.6,159.8,161.5,165.0,2
349,2021-12-19,158.6,159.8,161.5,165.0,166.9,2
350,2021-12-20,159.8,161.5,165.0,166.9,166.9,0
351,2021-12-21,161.5,165.0,166.9,166.9,166.9,0
352,2021-12-22,165.0,166.9,166.9,166.9,166.9,0
353,2021-12-23,166.9,166.9,166.9,166.9,166.9,0
354,2021-12-24,166.9,166.9,166.9,166.9,167.4,0
355,2021-12-25,166.9,166.9,166.9,167.4,168.1,0
356,2021-12-26,166.9,166.9,167.4,168.1,167.9,0
357,2021-12-27,166.9,167.4,168.1,167.9,167.9,0
358,2021-12-28,167.4,168.1,167.9,167.9,167.9,0
359,2021-12-29,168.1,167.9,167.9,167.9,167.9,0
360,2021-12-30,167.9,167.9,167.9,167.9,172.3,2
361,2021-12-31,167.9,167.9,167.9,172.3,172.9,0
362,2022-01-01,167.9,167.9,172.3,172.9,166.0,1
363,2022-01-02,167.9,172.3,172.9,166.0,164.6,1
364,2022-01-03,172.3,172.9,166.0,164.6,164.8,0
365,2022-01-04,172.9,166.0,164.6,164.8,164.8,0
366,2022-01-05,166.0,164.6,164.8,164.8,164.8,0
367,2022-01-06,164.6,164.8,164.8,164.8,164.5,0
368,2022-01-07,164.8,164.8,164.8,164.5,160.0,1
369,2022-01-08,164.8,164.8,164.5,160.0,159.4,0
370,2022-01-09,164.8,164.5,160.0,159.4,158.9,0
371,2022-01-10,164.5,160.0,159.4,158.9,157.2,1
372,2022-01-11,160.0,159.4,158.9,157.2,157.2,0
373,2022-01-12,159.4,158.9,157.2,157.2,157.2,0
374,2022-01-13,158.9,157.2,157.2,157.2,155.3,1
375,2022-01-14,157.2,157.2,157.2,155.3,152.5,1
376,2022-01-15,157.2,157.2,155.3,152.5,151.3,1
377,2022-01-16,157.2,155.3,152.5,151.3,152.7,2
378,2022-01-17,155.3,152.5,151.3,152.7,150.5,1
379,2022-01-18,152.5,151.3,152.7,150.5,150.5,0
380,2022-01-19,151.3,152.7,150.5,150.5,150.5,0
381,2022-01-20,152.7,150.5,150.5,150.5,151.5,0
382,2022-01-21,150.5,150.5,150.5,151.5,149.8,1
383,2022-01-22,150.5,150.5,151.5,149.8,151.1,2
384,2022-01-23,150.5,151.5,149.8,151.1,152.9,2
385,2022-01-24,151.5,149.8,151.1,152.9,154.5,2
386,2022-01-25,149.8,151.1,152.9,154.5,154.5,0
387,2022-01-26,151.1,152.9,154.5,154.5,154.5,0
388,2022-01-27,152.9,154.5,154.5,154.5,155.5,0
389,2022-01-28,154.5,154.5,154.5,155.5,151.7,1
390,2022-01-29,154.5,154.5,155.5,151.7,153.5,2
